instance,target,algorithm,t,p,mu_hat,lambda_hat,total_runs,successes,success_rate,time_limit,normalize_by_total
instance-01.txt,354.0,GA_pop100_mut0.01_gen1000,0.1709,0.02,0.23411848600480034,0.09267788915595045,50,50,1.0,600.0,True
instance-01.txt,354.0,GA_pop100_mut0.01_gen1000,0.1969,0.04,0.23411848600480034,0.09267788915595045,50,50,1.0,600.0,True
instance-01.txt,354.0,GA_pop100_mut0.01_gen1000,0.2058,0.06,0.23411848600480034,0.09267788915595045,50,50,1.0,600.0,True
instance-01.txt,354.0,GA_pop100_mut0.01_gen1000,0.2136,0.08,0.23411848600480034,0.09267788915595045,50,50,1.0,600.0,True
instance-01.txt,354.0,GA_pop100_mut0.01_gen1000,0.219,0.1,0.23411848600480034,0.09267788915595045,50,50,1.0,600.0,True
instance-01.txt,354.0,GA_pop100_mut0.01_gen1000,0.2192,0.12,0.23411848600480034,0.09267788915595045,50,50,1.0,600.0,True
instance-01.txt,354.0,GA_pop100_mut0.01_gen1000,0.2216,0.14,0.23411848600480034,0.09267788915595045,50,50,1.0,600.0,True
instance-01.txt,354.0,GA_pop100_mut0.01_gen1000,0.2332,0.16,0.23411848600480034,0.09267788915595045,50,50,1.0,600.0,True
instance-01.txt,354.0,GA_pop100_mut0.01_gen1000,0.2424,0.18,0.23411848600480034,0.09267788915595045,50,50,1.0,600.0,True
instance-01.txt,354.0,GA_pop100_mut0.01_gen1000,0.2432,0.2,0.23411848600480034,0.09267788915595045,50,50,1.0,600.0,True
instance-01.txt,354.0,GA_pop100_mut0.01_gen1000,0.2496,0.22,0.23411848600480034,0.09267788915595045,50,50,1.0,600.0,True
instance-01.txt,354.0,GA_pop100_mut0.01_gen1000,0.2578,0.24,0.23411848600480034,0.09267788915595045,50,50,1.0,600.0,True
instance-01.txt,354.0,GA_pop100_mut0.01_gen1000,0.2595,0.26,0.23411848600480034,0.09267788915595045,50,50,1.0,600.0,True
instance-01.txt,354.0,GA_pop100_mut0.01_gen1000,0.2597,0.28,0.23411848600480034,0.09267788915595045,50,50,1.0,600.0,True
instance-01.txt,354.0,GA_pop100_mut0.01_gen1000,0.262,0.3,0.23411848600480034,0.09267788915595045,50,50,1.0,600.0,True
