instance,target,algorithm,t,p,mu_hat,lambda_hat,total_runs,successes,success_rate,time_limit,normalize_by_total
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,2.4253,0.02,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,2.4805,0.04,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,2.6013,0.06,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,2.6768,0.08,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,2.7634,0.1,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,2.8943,0.12,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,3.0229,0.14,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,3.3336,0.16,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,3.5147,0.18,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,3.6316,0.2,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,3.6784,0.22,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,3.6809,0.24,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,3.7883,0.26,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,3.8118,0.28,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,3.9396,0.3,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,4.0405,0.32,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,4.0894,0.34,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,4.249,0.36,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,4.3886,0.38,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,4.4259,0.4,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,4.7167,0.42,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,4.9472,0.44,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,5.0264,0.46,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,5.0844,0.48,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,5.2607,0.5,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,5.3055,0.52,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,5.444,0.54,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,5.4645,0.56,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,6.5624,0.58,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,6.6211,0.6,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,7.0237,0.62,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,7.0609,0.64,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,7.1995,0.66,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,7.5657,0.68,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,8.117,0.7,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,8.9829,0.72,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,9.3834,0.74,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
instance-06.txt,513.0,GA_pop100_mut0.01_gen1000,10.7908,0.76,2.756868139760938,3.468275802046979,50,44,0.88,600.0,True
