instance,target,algorithm,seed,time_sec,hit,best_cost
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,0,600.2112,0,4404.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,1,600.7679,0,4449.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,2,601.2610,0,4454.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,3,601.5122,0,4536.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,4,600.2753,0,4370.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,5,600.3960,0,4461.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,6,600.1613,0,4590.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,7,600.1560,0,4550.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,8,600.3883,0,4577.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,9,601.3092,0,4623.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,10,601.1010,0,4510.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,11,601.1652,0,4297.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,12,600.4496,0,4532.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,13,601.0636,0,4553.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,14,601.2778,0,4511.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,15,601.1107,0,4498.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,16,600.9534,0,4517.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,17,601.2517,0,4451.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,18,600.5960,0,4569.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,19,600.6208,0,4648.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,20,600.3605,0,4530.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,21,600.8836,0,4478.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,22,600.2240,0,4407.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,23,600.9318,0,4425.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,24,600.7641,0,4247.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,25,600.9539,0,4499.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,26,601.1202,0,4389.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,27,601.1795,0,4505.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,28,600.4128,0,4543.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,29,600.9632,0,4627.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,30,600.2566,0,4538.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,31,601.1470,0,4458.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,32,600.0903,0,4554.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,33,601.2785,0,4415.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,34,600.1033,0,4486.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,35,600.7840,0,4543.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,36,600.5685,0,4552.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,37,600.5052,0,4561.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,38,600.6448,0,4439.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,39,600.7176,0,4532.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,40,600.6217,0,4363.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,41,600.5511,0,4390.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,42,600.3833,0,4421.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,43,600.2781,0,4452.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,44,600.7180,0,4544.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,45,600.1238,0,4495.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,46,600.0576,0,4521.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,47,600.1099,0,4444.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,48,600.3960,0,4450.00
instance-11.txt,4782.0,GA_pop100_mut0.01_gen1000,49,600.6124,0,4539.00
